Seconds,Rpi3 - Python3.9,Rpi3 - Python3.12,Rpi3 - Python3.13,Rpi4 - Python3.9,Rpi4 - Python3.12,Rpi4 - Python3.13
95.50,0.5296,,,,,
95.60,0.5267,,,,,
95.70,0.5286,,,,,
95.80,0.5274,,,,,
95.90,0.5248,,,,,
96.00,0.5245,,,,,
96.10,0.5253,,,,,
96.20,0.5233,,,,,
96.30,0.5237,,,,,
96.40,0.5245,,,,,
96.50,0.5247,,,,,
96.60,0.5239,,,,,
96.70,0.5214,,,,,
96.80,0.5209,,,,,
96.90,0.5191,,,,,
97.00,0.5171,,,,,
97.10,0.5165,,,,,
97.20,0.5287,,,,,
97.30,0.5231,,,,,
97.40,0.5182,,,,,
97.50,0.5197,,,,,
97.60,0.5287,,,,,
97.70,0.5233,,,,,
97.80,0.5166,,,,,
97.90,0.5165,,,,,
98.00,0.5277,,,,,
98.10,0.5237,,,,,
98.20,0.5179,,,,,
98.30,0.5168,,,,,
98.40,0.5279,,,,,
98.50,0.5318,,,,,
98.60,0.5268,,,,,
98.70,0.5278,,,,,
98.80,0.5284,,,,,
98.90,0.5256,,,,,
99.00,0.5244,,,,,
99.10,0.5251,,,,,
99.20,0.5242,,,,,
99.30,0.5236,,,,,
99.40,0.5243,,,,,
99.50,0.5249,,,,,
99.60,0.5244,,,,,
99.70,0.5215,,,,,
99.80,0.5208,,,,,
99.90,0.5194,,,,,
100.00,0.5173,,,,,
100.10,0.5167,,,,,
100.20,0.5231,,,,,
100.30,0.5280,,,,,
100.40,0.5176,,,,,
100.50,0.5164,,,,,
100.60,0.5229,,,,,
100.70,0.5282,,,,,
100.80,0.5175,,,,,
100.90,0.5164,,,,,
101.00,0.5223,,,,,
101.10,0.5281,,,,,
101.20,0.5175,,,,,
101.30,0.5165,,,,,
101.40,0.5222,,,,,
101.50,0.5340,,,,,
101.60,0.5272,,,,,
101.70,0.5271,,,,,
101.80,0.5290,,,,,
101.90,0.5258,,,,,
102.00,0.5254,,,,,
102.10,0.5250,,,,,
102.20,0.5248,,,,,
102.30,0.5233,,,,,
102.40,0.5275,,,,,
102.50,0.5250,,,,,
102.60,0.5250,,,,,
102.70,0.5225,,,,,
102.80,0.5214,,,,,
102.90,0.5201,,,,,
103.00,0.5179,,,,,
103.10,0.5166,,,,,
103.20,0.5195,,,,,
103.30,0.5307,,,,,
103.40,0.5186,,,,,
103.50,0.5169,,,,,
103.60,0.5202,,,,,
103.70,0.5304,,,,,
103.80,0.5187,,,,,
103.90,0.5164,,,,,
104.00,0.5191,,,,,
104.10,0.5301,,,,,
104.20,0.5193,,,,,
104.30,0.5166,,,,,
104.40,0.5191,,,,,
104.50,0.5329,,,,,
104.60,0.5291,,,,,
104.70,0.5269,,,,,
104.80,0.5289,,,,,
104.90,0.5264,,,,,
105.00,0.5250,,,,,
105.10,0.5246,,,,,
105.20,0.5253,,,,,
105.30,0.5233,,,,,
105.40,0.5239,,,,,
105.50,0.5244,,,,,
105.60,0.5250,,,,,
105.70,0.5236,,,,,
105.80,0.5210,,,,,
105.90,0.5208,,,,,
106.00,0.5182,,,,,
106.10,0.5167,,,,,
106.20,0.5181,,,,,
106.30,0.5282,,,,,
106.40,0.5220,,,,,
106.50,0.5169,,,,,
106.60,0.5182,,,,,
106.70,0.5276,,,,,
106.80,0.5224,,,,,
106.90,0.5168,,,,,
107.00,0.5199,,,,,
107.10,0.5282,,,,,
107.20,0.5235,,,,,
107.30,0.5168,,,,,
107.40,0.5183,,,,,
107.50,0.5280,,,,,
107.60,0.5315,,,,,
107.70,0.5277,,,,,
107.80,0.5281,,,,,
107.90,0.5276,,,,,
108.00,0.5247,,,,,
108.10,0.5249,,,,,
108.20,0.5250,,,,,
108.30,0.5240,,,,,
108.40,0.5238,,,,,
108.50,0.5241,,,,,
108.60,0.5247,,,,,
108.70,0.5239,,,,,
108.80,0.5217,,,,,
108.90,0.5209,,,,,
109.00,0.5190,,,,,
109.10,0.5171,,,,,
109.20,0.5169,,,,,
109.30,0.5249,,,,,
109.40,0.5260,,,,,
109.50,0.5174,,,,,
109.60,0.5173,,,,,
109.70,0.5243,,,,,
109.80,0.5260,,,,,
109.90,0.5176,,,,,
110.00,0.5172,,,,,
110.10,0.5233,,,,,
110.20,0.5265,,,,,
110.30,0.5179,,,,,
110.40,0.5172,,,,,
110.50,0.5238,,,,,
110.60,0.5319,,,,,
110.70,0.5278,,,,,
110.80,0.5279,,,,,
110.90,0.5289,,,,,
111.00,0.5255,,,,,
111.10,0.5246,,,,,
111.20,0.5247,,,,,
111.30,0.5245,,,,,
111.40,0.5233,,,,,
111.50,0.5241,,,,,
111.60,0.5245,,,,,
111.70,0.5242,,,,,
111.80,0.5223,,,,,
111.90,0.5208,,,,,
112.00,0.5196,,,,,
112.10,0.5174,,,,,
112.20,0.5167,,,,,
112.30,0.5234,,,,,
112.40,0.5275,,,,,
112.50,0.5198,,,,,
112.60,0.5185,,,,,
112.70,0.5224,,,,,
112.80,0.5280,,,,,
112.90,0.5187,,,,,
113.00,0.5166,,,,,
113.10,0.5223,,,,,
113.20,0.5270,,,,,
113.30,0.5187,,,,,
113.40,0.5165,,,,,
113.50,0.5228,,,,,
113.60,0.5316,,,,,
113.70,0.5281,,,,,
113.80,0.5272,,,,,
113.90,0.5280,,,,,
114.00,0.5268,,,,,
114.10,0.5247,,,,,
114.20,0.5244,,,,,
114.30,0.5244,,,,,
114.40,0.5237,,,,,
114.50,0.5238,,,,,
114.60,0.5242,,,,,
114.70,0.5246,,,,,
114.80,0.5226,,,,,
114.90,0.5207,,,,,
115.00,0.5200,,,,,
115.10,0.5179,,,,,
115.20,0.5164,,,,,
115.30,0.5205,,,,,
115.40,0.5265,,,,,
115.50,0.5211,,,,,
115.60,0.5166,,,,,
115.70,0.5205,,,,,
115.80,0.5263,,,,,
115.90,0.5216,,,,,
116.00,0.5166,,,,,
116.10,0.5197,,,,,
116.20,0.5255,,,,,
116.30,0.5223,,,,,
116.40,0.5168,,,,,
116.50,0.5200,,,,,
116.60,0.5274,,,,,
116.70,0.5310,,,,,
116.80,0.5270,,,,,
116.90,0.5281,,,,,
117.00,0.5267,,,,,
117.10,0.5253,,,,,
117.20,0.5250,,,,,
117.30,0.5244,,,,,
117.40,0.5240,,,,,
117.50,0.5238,,,,,
117.60,0.5243,,,,,
117.70,0.5242,,,,,
117.80,0.5234,,,,,
117.90,0.5213,,,,,
118.00,0.5204,,,,,
118.10,0.5187,,,,,
118.20,0.5172,,,,,
118.30,0.5186,,,,,
118.40,0.5243,,,,,
118.50,0.5246,,,,,
118.60,0.5170,,,,,
118.70,0.5188,,,,,
118.80,0.5245,,,,,
118.90,0.5247,,,,,
119.00,0.5170,,,,,
119.10,0.5186,,,,,
119.20,0.5243,,,,,
119.30,0.5260,,,,,
119.40,0.5190,,,,,
119.50,0.5183,,,,,
119.60,0.5259,,,,,
119.70,0.5314,,,,,
119.80,0.5272,,,,,
119.90,0.5281,,,,,
120.00,0.5270,,,,,
120.10,0.5252,,,,,
120.20,0.5251,,,,,
120.30,0.5247,,,,,
120.40,0.5241,,,,,
120.50,0.5235,,,,,
120.60,0.5243,,,,,
120.70,0.5247,,,,,
120.80,0.5236,,,,,
120.90,0.5220,,,,,
121.00,0.5208,,,,,
121.10,0.5192,,,,,
121.20,0.5172,,,,,
121.30,0.5171,,,,,
121.40,0.5244,,,,,
121.50,0.5246,,,,,
121.60,0.5186,,,,,
121.70,0.5176,,,,,
121.80,0.5244,,,,,
121.90,0.5243,,,,,
122.00,0.5188,,,,,
122.10,0.5170,,,,,
122.20,0.5244,,,,,
122.30,0.5239,,,,,
122.40,0.5189,,,,,
122.50,0.5175,,,,,
122.60,0.5257,,,,,
122.70,0.5289,,,,,
122.80,0.5278,,,,,
122.90,0.5275,,,,,
123.00,0.5271,,,,,
123.10,0.5265,,,,,
123.20,0.5243,,,,,
123.30,0.5250,,,,,
123.40,0.5241,,,,,
123.50,0.5237,,,,,
123.60,0.5238,,,,,
123.70,0.5244,,,,,
123.80,0.5238,,,,,
123.90,0.5224,,,,,
124.00,0.5239,,,,,
124.10,0.5198,,,,,
124.20,0.5178,,,,,
124.30,0.5174,,,,,
124.40,0.5235,,,,,
124.50,0.5290,,,,,
124.60,0.5259,,,,,
124.70,0.5208,,,,,
124.80,0.5248,,,,,
124.90,0.5239,,,,,
125.00,0.5206,,,,,
125.10,0.5172,,,,,
125.20,0.5235,,,,,
125.30,0.5239,,,,,
125.40,0.5205,,,,,
125.50,0.5172,,,,,
125.60,0.5240,,,,,
125.70,0.5287,,,,,
125.80,0.5291,,,,,
125.90,0.5271,,,,,
126.00,0.5278,,,,,
126.10,0.5270,,,,,
126.20,0.5247,,,,,
126.30,0.5246,,,,,
126.40,0.5242,,,,,
126.50,0.5236,,,,,
126.60,0.5239,,,,,
126.70,0.5245,,,,,
126.80,0.5241,,,,,
126.90,0.5228,,,,,
127.00,0.5210,,,,,
127.10,0.5200,,,,,
127.20,0.5182,,,,,
127.30,0.5172,,,,,
127.40,0.5213,,,,,
127.50,0.5231,,,,,
127.60,0.5222,,,,,
127.70,0.5178,,,,,
127.80,0.5214,,,,,
127.90,0.5231,,,,,
128.00,0.5220,,,,,
128.10,0.5184,,,,,
128.20,0.5210,,,,,
128.30,0.5225,,,,,
128.40,0.5219,,,,,
128.50,0.5188,,,,,
128.60,0.5216,,,,,
128.70,0.5300,,,,,
128.80,0.5290,,,,,
128.90,0.5326,,,,,
129.00,0.5277,,,,,
129.10,0.5268,,,,,
129.20,0.5260,,,,,
129.30,0.5251,,,,,
129.40,0.5245,,,,,
129.50,0.5239,,,,,
129.60,0.5239,,,,,
129.70,0.5244,,,,,
129.80,0.5245,,,,,
129.90,0.5229,,,,,
130.00,0.5218,,,,,
130.10,0.5204,,,,,
130.20,0.5188,,,,,
130.30,0.5174,,,,,
130.40,0.5199,,,,,
130.50,0.5226,,,,,
130.60,0.5236,,,,,
130.70,0.5189,,,,,
130.80,0.5205,,,,,
130.90,0.5228,,,,,
131.00,0.5238,,,,,
131.10,0.5188,,,,,
131.20,0.5198,,,,,
131.30,0.5221,,,,,
131.40,0.5237,,,,,
131.50,0.5189,,,,,
131.60,0.5201,,,,,
131.70,0.5292,,,,,
131.80,0.5350,,,,,
131.90,0.5327,,,,,
132.00,0.5277,,,,,
132.10,0.5265,,,,,
132.20,0.5263,,,,,
132.30,0.5255,,,,,
132.40,0.5246,,,,,
132.50,0.5242,,,,,
132.60,0.5240,,,,,
132.70,0.5243,,,,,
132.80,0.5242,,,,,
132.90,0.5237,,,,,
133.00,0.5225,,,,,
133.10,0.5207,,,,,
133.20,0.5194,,,,,
133.30,0.5178,,,,,
133.40,0.5191,,,,,
133.50,0.5261,,,,,
133.60,0.5309,,,,,
133.70,0.5283,,,,,
133.80,0.5280,,,,,
133.90,0.5311,,,,,
134.00,0.5309,,,,,
134.10,0.5264,,,,,
134.20,0.5198,,,,,
134.30,0.5230,,,,,
134.40,0.5294,,,,,
134.50,0.5282,,,,,
134.60,0.5261,,,,,
134.70,0.5321,,,,,
134.80,0.5331,,,,,
134.90,0.5332,,,,,
135.00,0.5278,,,,,
135.10,0.5279,,,,,
135.20,0.5268,,,,,
135.30,0.5254,,,,,
135.40,0.5247,,,,,
135.50,0.5245,,,,,
135.60,0.5240,,,,,
135.70,0.5242,,,,,
135.80,0.5247,,,,,
135.90,0.5274,,,,,
136.00,0.5230,,,,,
136.10,0.5210,,,,,
136.20,0.5196,,,,,
136.30,0.5183,,,,,
136.40,0.5184,,,,,
136.50,0.5217,,,,,
136.60,0.5222,,,,,
136.70,0.5216,,,,,
136.80,0.5200,,,,,
136.90,0.5210,,,,,
137.00,0.5226,,,,,
137.10,0.5212,,,,,
137.20,0.5205,,,,,
137.30,0.5205,,,,,
137.40,0.5229,,,,,
137.50,0.5214,,,,,
137.60,0.5211,,,,,
137.70,0.5219,,,,,
137.80,0.5261,,,,,
137.90,0.5291,,,,,
138.00,0.5289,,,,,
138.10,0.5272,,,,,
138.20,0.5275,,,,,
138.30,0.5258,,,,,
138.40,0.5249,,,,,
138.50,0.5246,,,,,
138.60,0.5246,,,,,
138.70,0.5240,,,,,
138.80,0.5243,,,,,
138.90,0.5241,,,,,
139.00,0.5237,,,,,
139.10,0.5212,,,,,
139.20,0.5204,,,,,
139.30,0.5192,,,,,
139.40,0.5214,,,,,
139.50,0.5201,,,,,
139.60,0.5220,,,,,
139.70,0.5239,,,,,
139.80,0.5200,,,,,
139.90,0.5200,,,,,
140.00,0.5224,,,,,
140.10,0.5236,,,,,
140.20,0.5200,,,,,
140.30,0.5201,,,,,
140.40,0.5225,,,,,
140.50,0.5235,,,,,
140.60,0.5202,,,,,
140.70,0.5209,,,,,
140.80,0.5278,,,,,
140.90,0.5291,,,,,
141.00,0.5293,,,,,
141.10,0.5270,,,,,
141.20,0.5282,,,,,
141.30,0.5267,,,,,
141.40,0.5256,,,,,
